Jurisdiction,CTR_ID,Organization_Name,Location,Survey_Close_Date,Survey_Cycle,Total_Employees,Surveys_Returned,Response_Rate,Total_Weekly_Trips,Drive_Alone_Rate,VMT_per_Employee,Yearly_GHG_Metric_Tons,Weekly_CWW_Days,Weekly_Telework_Days,Weekly_Bus_Trips,Weekly_Train_Trips,Weekly_Carpool_Trips,Weekly_Vanpool_Trips,Weekly_Walk_Trips,Weekly_Bike_Trips,Weekly_Drive_Alone_Trips,Weekly Other Trips,Yearly_Total_VMT,Data_Source
City of Bellevue,E83147,AAA Washington,ODT,,1993/1994,128,104.0,0.8359375,487.0,0.699009901,13.97399333,,0.0,0.0,39.0,0.0,67.0,21.0,5.0,2.0,353.0,0.0,447167.78656000004,Historic Records
City of Bellevue,E81315,AREVA T&D Inc.,ODT,,1993/1994,228,155.0,0.692982456,746.0,0.795219124,10.14617687,,0.0,11.0,25.0,0.0,81.2,0.0,11.0,11.0,598.8,8.0,578332.0815900001,Historic Records
City of Bellevue,E81042,Ace Novelty,ODT,,1993/1994,134,125.0,0.611872146,600.0,0.732343234,11.57064387,,0.0,0.0,59.0,0.0,71.2,0.0,0.0,7.0,443.8,19.0,387616.569645,Historic Records
City of Bellevue,E84525,Attachmate Corporation,ODT,,1993/1994,525,175.0,0.352,863.5,0.754797688,12.53749513,,0.0,1.8,74.0,0.0,94.0,21.0,1.8,7.0,652.9,11.0,1645546.2358125001,Historic Records
City of Bellevue,E81331,Bank of America,DT,,1993/1994,73,71.0,0.708737864,346.5,0.715669516,10.5547013,,0.0,0.0,41.0,0.0,31.3,18.0,0.0,0.0,251.2,5.0,192623.29872499997,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,,1993/1994,342,239.0,0.707602339,1116.5,0.63303257,8.32516087,,0.0,0.0,205.375,0.0,119.0,24.0,25.0,4.0,719.125,20.0,711801.254385,Historic Records
City of Bellevue,E81307,City University,ODT,,1993/1994,106,94.0,0.91509434,439.0,0.814058957,13.5768315,,0.0,4.0,17.0,0.0,51.0,0.0,5.0,0.0,359.0,3.0,359786.03475,Historic Records
City of Bellevue,E81240,City of Bellevue,ODT,,1993/1994,695,498.0,0.720863309,2335.0,0.532623669,9.387868329,,0.0,8.0,88.6,0.0,787.375,102.0,26.0,11.125,1275.9,36.0,1631142.12216375,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,,1993/1994,136,0.0,0.0,0.0,0.472396202,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E84491,Coca-Cola Bottling of Washington,ODT,,1993/1994,163,117.0,0.73006135,561.0,0.941798942,16.77047619,,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,534.0,7.0,683396.9047425,Historic Records
City of Bellevue,E81935,Danzas Corporation,ODT,,1993/1994,170,146.0,0.882352941,712.0,0.877980365,14.26020833,,0.0,0.0,5.0,0.0,80.0,0.0,0.0,0.0,626.0,1.0,606058.854025,Historic Records
City of Bellevue,E85225,Eddie Bauer Inc,ODT,,1993/1994,125,0.0,0.0,0.0,0.911237147,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81224,GE Commercial Finance,DT,,1993/1994,195,0.0,0.0,0.0,0.605799255,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,,1993/1994,120,89.0,0.741666667,433.5,0.769736842,11.26636145,,0.0,0.0,61.125,0.0,23.0,0.0,5.0,4.0,336.375,4.0,337990.84349999996,Historic Records
City of Bellevue,E81232,Hewlett Packard Company,ODT,,1993/1994,215,149.0,0.71627907,697.0,0.885386819,12.08464286,,0.0,7.0,0.0,0.0,35.0,0.0,5.0,0.0,618.0,32.0,649549.553725,Historic Records
City of Bellevue,E80796,King County Government,ODT,,1993/1994,218,213.0,0.778571429,976.0,0.785717738,14.00574745,,0.0,4.5,15.0,0.0,95.875,23.8,7.0,7.0,812.825,10.0,763313.2360249999,Historic Records
City of Bellevue,E80648,Lamonts Apparel Inc.,ODT,,1993/1994,225,189.0,0.913043478,926.0,0.90948045,14.61188803,,0.0,0.0,3.0,0.0,60.0,0.0,0.0,0.0,849.0,14.0,821918.7016875,Historic Records
City of Bellevue,E81067,Macy's,DT,,1993/1994,300,0.0,0.0,0.0,0.814754537,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81729,Microsoft Corporation,ODT,,1993/1994,500,0.0,0.0,0.0,0.759033611,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81737,Microsoft Corporation,DT,,1993/1994,425,0.0,0.0,0.0,0.837017684,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81745,Microsoft Corporation,ODT,,1993/1994,498,0.0,0.0,0.0,0.865450619,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81091,Mutual of Omaha/United of Omaha Insurance,ODT,,1993/1994,107,106.0,0.963963964,517.0,0.760154739,14.83272727,,0.0,0.0,17.0,0.0,106.0,0.0,0.0,0.0,393.0,1.0,396775.45447249996,Historic Records
City of Bellevue,E82578,Nordstrom,DT,,1993/1994,420,0.0,0.0,0.0,0.851399874,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E84665,OUM & Associates,DT,,1993/1994,102,0.0,0.0,0.0,0.759850354,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,,1993/1994,500,301.0,0.672,1265.5,0.780332262,10.31382348,,0.0,0.0,23.0,0.0,135.5,0.0,4.4,5.775,1092.075,4.75,1289227.9349999998,Historic Records
City of Bellevue,E81778,PACCAR Inc,DT,,1993/1994,450,0.0,0.0,0.0,0.746855244,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81216,Puget Sound Energy,ODT,,1993/1994,158,0.0,0.0,0.0,0.866212308,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,,1993/1994,950,0.0,0.0,0.0,0.64377613,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E84285,Qwest Corporation,DT,,1993/1994,875,624.0,0.730285714,2909.5,0.422344322,9.15854726,0.0,0.0,70.2,379.2,0.0,1096.8,28.0,24.0,20.0,1268.3,23.0,2003432.213125,Historic Records
City of Bellevue,E84905,SCS Compute,ODT,,1993/1994,99,98.0,0.98019802,479.5,0.82016632,14.91505263,0.0,0.0,0.0,13.0,0.0,65.0,0.0,3.0,4.0,394.5,0.0,369147.5525925,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,,1993/1994,1250,639.0,0.5296,3030.0,0.878191148,16.63469533,0.0,0.0,0.0,19.0,0.0,226.8,0.0,14.0,2.0,2738.2,30.0,5198342.290624999,Historic Records
City of Bellevue,E81141,State of Washington,ODT,,1993/1994,195,156.0,0.81025641,724.5,0.711812081,11.53878591,0.0,0.0,16.9,11.6,0.0,99.6,40.2,6.0,8.6,530.3,11.3,562515.8131124999,Historic Records
City of Bellevue,E81612,State of Washington,ODT,,1993/1994,125,69.0,0.576,324.0,0.865853659,11.17476364,0.0,0.0,0.0,14.0,0.0,23.0,0.0,1.0,0.0,284.0,2.0,349211.36374999996,Historic Records
City of Bellevue,E82842,State of Washington,ODT,,1993/1994,170,139.0,0.835294118,645.5,0.794407895,11.63829044,0.0,0.0,0.0,13.0,0.0,76.125,0.0,1.0,11.0,543.375,1.0,494627.3437,Historic Records
City of Bellevue,E81455,SumTotal Systems Inc.,DT,,1993/1994,250,0.0,0.0,0.0,0.830056383,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81059,Tetra Tech FW Inc.,DT,,1993/1994,179,177.0,0.899497487,860.0,0.723885714,11.83767037,0.0,0.0,3.2,70.0,0.0,107.4,27.0,12.0,4.0,633.4,3.0,529735.7490575,Historic Records
City of Bellevue,E85381,The Care Center at Kelsey Creek,ODT,,1993/1994,101,0.0,0.0,0.0,0.820532365,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81075,TransAlliance,ODT,,1993/1994,146,144.0,0.811111111,687.0,0.890285714,12.79310448,0.0,0.0,0.0,1.0,0.0,46.8,2.0,5.0,4.0,623.2,5.0,466948.31352,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,,1993/1994,185,150.0,0.848648649,733.0,0.743554953,11.96759331,0.0,0.0,0.0,72.0,0.0,96.0,5.0,6.0,0.0,548.0,6.0,553501.1905875,Historic Records
City of Bellevue,E81299,US WEST NewVector,ODT,,1993/1994,94,78.0,0.85106383,373.0,0.770053476,11.66421053,0.0,0.0,0.0,5.0,0.0,80.0,0.0,0.0,0.0,288.0,0.0,274108.947455,Historic Records
City of Bellevue,E82586,Unigard Insurance Group,ODT,,1993/1994,476,411.0,0.87605042,1994.0,0.832571996,12.17842616,0.0,0.0,3.0,14.0,0.0,249.0,25.0,18.0,4.0,1676.8,4.2,1449232.71304,Historic Records
City of Bellevue,E81364,Vacation Internationale Ltd,ODT,,1993/1994,114,111.0,0.832116788,536.0,0.931608133,13.47643137,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,504.0,0.0,384078.294045,Historic Records
City of Bellevue,E81265,Verizon,DT,,1993/1994,240,235.0,0.839160839,1146.0,0.728222997,12.12840927,0.0,0.0,5.0,70.0,0.0,203.0,14.0,7.0,5.0,836.0,6.0,727704.5562000001,Historic Records
City of Bellevue,E81273,Verizon,ODT,,1993/1994,545,420.0,0.777981651,1879.0,0.746680182,11.45431701,0.0,0.0,0.0,23.0,0.0,342.0,0.0,9.0,5.0,1473.2,26.8,1560650.6926125002,Historic Records
City of Bellevue,E81281,Verizon,ODT,,1993/1994,283,222.0,0.787985866,1058.0,0.831608655,12.8169694,0.0,0.0,4.0,3.0,0.0,146.0,0.0,10.0,3.0,884.0,8.0,906800.58505,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,,1995/1996,154,151.0,,692.0,0.741258741,14.03012698,,0.0,9.0,67.0,0.0,80.0,0.0,5.0,1.0,530.0,0.0,540159.88873,Historic Records
City of Bellevue,E81315,AREVA T&D Inc.,ODT,,1995/1996,215,121.0,,591.0,0.778151261,10.36577966,,0.0,25.0,22.0,0.0,72.0,0.0,1.0,5.0,463.0,3.0,557160.656725,Historic Records
City of Bellevue,E81042,Ace Novelty,ODT,,1995/1996,253,67.0,,319.0,0.803072197,13.87742424,,0.0,0.0,10.6,0.0,42.0,0.0,0.0,5.0,261.4,0.0,877747.08318,Historic Records
City of Bellevue,E85449,Alltel,ODT,,1995/1996,122,121.0,,593.0,0.847394958,14.37129885,,0.0,0.0,21.0,0.0,58.0,0.0,3.0,1.8,504.2,5.0,438324.614925,Historic Records
City of Bellevue,E84525,Attachmate Corporation,ODT,,1995/1996,700,416.0,,2039.5,0.759737098,12.08672099,,0.0,7.0,79.0,0.0,325.0,48.0,5.0,12.0,1560.5,3.0,2115176.17325,Historic Records
City of Bellevue,E81331,Bank of America,DT,,1995/1996,143,126.0,,618.5,0.801127214,13.05652771,,0.0,2.0,48.0,0.0,62.0,8.0,0.0,0.0,497.5,1.0,466770.8656325,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,,1995/1996,317,278.0,,1321.0,0.632041729,8.094141891,,0.0,8.2,235.8,0.0,150.8,24.0,29.0,7.0,848.2,18.0,641460.7448617499,Historic Records
City of Bellevue,E81307,City University,ODT,,1995/1996,85,62.0,,303.0,0.782178218,11.67655738,,0.0,0.0,7.0,0.0,52.0,0.0,3.0,0.0,237.0,4.0,248126.844325,Historic Records
City of Bellevue,E81240,City of Bellevue,ODT,,1995/1996,700,545.0,,2352.0,0.591037642,10.55372915,,0.0,3.8,93.5,0.0,607.5,72.0,38.4,12.0,1483.8,41.0,1846902.60125,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,,1995/1996,141,84.0,,406.0,0.436138015,9.031146825,,0.0,1.0,38.0,0.0,167.875,4.0,1.0,4.0,180.125,10.0,318347.92558125005,Historic Records
City of Bellevue,E84491,Coca-Cola Bottling of Washington,ODT,,1995/1996,250,166.0,,804.0,0.937037037,17.48711656,,0.0,0.0,5.0,0.0,33.0,0.0,0.0,0.0,759.0,7.0,1092944.7850000001,Historic Records
City of Bellevue,E85845,Corbis Corporation,ODT,,1995/1996,133,0.0,0.0,0.0,0.82807871,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81935,Danzas Corporation,ODT,,1995/1996,170,132.0,,636.5,0.92578125,15.17473118,,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,592.5,0.0,644926.0751499999,Historic Records
City of Bellevue,E85621,EarthLink Inc.,ODT,,1995/1996,129,129.0,,603.4217054,0.752704968,,,0.0,2.962790698,32.59069767,0.0,71.10697674,20.73953488,6.913178295,1.975193798,460.220155,6.913178295,,Historic Records
City of Bellevue,E85225,Eddie Bauer Inc,ODT,,1995/1996,147,125.0,,607.0,0.893030794,13.36826613,,0.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,551.0,0.0,491283.7802775,Historic Records
City of Bellevue,E81224,GE Commercial Finance,DT,,1995/1996,210,181.0,,867.0,0.575028637,9.400954254,,0.0,4.0,127.0,0.0,192.0,34.0,6.0,0.0,502.0,2.0,493550.09833500005,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,,1995/1996,129,110.0,,539.5,0.51663586,8.512161994,,0.0,0.0,129.0,0.0,80.0,0.0,27.0,16.0,279.5,8.0,274517.2243065,Historic Records
City of Bellevue,E81232,Hewlett Packard Company,ODT,,1995/1996,217,52.0,,251.0,0.853174603,11.70347222,,0.0,7.0,0.0,0.0,25.0,0.0,0.0,0.0,215.0,4.0,634913.367935,Historic Records
City of Bellevue,E80796,King County Government,ODT,,1995/1996,296,242.0,,1136.5,0.804772822,13.59532975,,0.0,11.0,33.375,0.0,85.8,33.0,2.0,0.0,965.325,6.0,1006054.4014999999,Historic Records
City of Bellevue,E80648,Lamonts Apparel Inc.,ODT,,1995/1996,170,169.0,,817.5,0.923123487,12.55534722,,0.0,0.0,17.0,0.0,27.0,0.0,0.0,1.0,762.5,10.0,533602.25685,Historic Records
City of Bellevue,E85837,Lynx Medical Systems Inc,ODT,,1995/1996,93,93.0,,430.5,0.82166302,15.25191304,,0.0,0.0,10.0,0.0,45.0,0.0,0.0,0.0,375.5,0.0,354606.97818,Historic Records
City of Bellevue,E81067,Macy's,DT,,1995/1996,300,281.0,,1087.0,0.792579347,9.719309435,,0.0,0.0,78.0,0.0,89.5,0.0,16.0,0.0,886.5,17.0,728948.207625,Historic Records
City of Bellevue,E85811,Metrocall Inc.,DT,,1995/1996,110,0.0,0.0,0.0,0.825312321,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81729,Microsoft Corporation,ODT,,1995/1996,494,328.0,,1537.0,0.734566327,11.19672077,,0.0,5.0,114.0,0.0,214.2,5.0,14.0,25.0,1151.8,8.0,1382795.0150950002,Historic Records
City of Bellevue,E81737,Microsoft Corporation,DT,,1995/1996,496,347.0,,1673.0,0.815758294,11.76690379,,0.0,9.0,54.0,0.0,159.0,0.0,20.0,23.0,1377.0,31.0,1459096.06996,Historic Records
City of Bellevue,E81745,Microsoft Corporation,ODT,,1995/1996,421,179.0,,871.0,0.845360825,11.80359134,,0.0,2.0,17.0,0.0,86.0,0.0,0.0,12.0,738.0,16.0,1242327.988535,Historic Records
City of Bellevue,E85365,Microsoft Corporation,ODT,,1995/1996,145,97.0,,474.5,0.860587002,12.08236842,,0.0,1.0,14.0,0.0,42.0,0.0,0.0,0.0,410.5,7.0,437985.855225,Historic Records
City of Bellevue,E81091,Mutual of Omaha/United of Omaha Insurance,ODT,,1995/1996,131,120.0,,591.0,0.76391231,12.52969188,,0.0,0.0,20.0,0.0,115.0,0.0,0.0,0.0,453.0,3.0,410347.40907,Historic Records
City of Bellevue,E82578,Nordstrom,DT,,1995/1996,600,157.0,,580.0,0.8307321,9.921269415,,0.0,0.0,24.7,0.0,29.0,0.0,5.0,0.0,516.3,5.0,1488190.41225,Historic Records
City of Bellevue,E84665,OUM & Associates,DT,,1995/1996,102,97.0,,477.0,0.735416667,11.74561856,,0.0,2.0,0.0,0.0,99.0,23.0,0.0,0.0,353.0,0.0,299513.27328,Historic Records
City of Bellevue,E85928,Optiva Corporation,ODT,,1995/1996,124,121.0,,590.5,0.832209106,11.80241379,,0.0,10.0,10.0,0.0,71.0,0.0,6.0,0.0,493.5,0.0,365874.82749,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,,1995/1996,608,370.0,,1629.5,0.828192563,11.53134477,,0.0,1.0,31.0,0.0,133.0,0.0,11.0,0.0,1436.5,17.0,1752764.40504,Historic Records
City of Bellevue,E81778,PACCAR Inc,DT,,1995/1996,450,374.0,,1816.0,0.721886999,10.87037179,,0.0,1.0,95.0,0.0,361.0,17.0,12.0,0.0,1316.0,14.0,1222916.826375,Historic Records
City of Bellevue,E81216,Puget Sound Energy,ODT,,1995/1996,158,76.0,,377.0,0.846153846,14.864,,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,319.0,0.0,587128.0,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,,1995/1996,792,627.0,,3009.5,0.6145677,10.25720468,,0.0,4.0,422.6,0.0,509.25,113.0,49.0,15.0,1883.65,13.0,2030926.5266399998,Historic Records
City of Bellevue,E84285,Qwest Corporation,DT,,1995/1996,875,539.0,,2582.5,0.451084062,9.367626901,0.0,0.0,78.0,274.6,0.0,973.0,29.0,14.0,5.0,1185.9,23.0,2049168.3845937501,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,,1995/1996,1410,825.0,,3875.5,0.858703843,16.26670516,0.0,0.0,0.0,23.0,0.0,425.0,0.0,5.0,4.0,3418.5,0.0,5734013.5689,Historic Records
City of Bellevue,E85431,Sierra Entertainment,ODT,,1995/1996,157,108.0,,539.0,0.797773655,12.48788162,0.0,0.0,0.0,13.0,0.0,92.0,0.0,0.0,4.0,430.0,0.0,490149.353585,Historic Records
City of Bellevue,E81141,State of Washington,ODT,,1995/1996,189,175.0,,821.0,0.612017544,11.32849986,0.0,0.0,51.925,9.0,0.0,148.5,41.0,20.0,12.7,523.275,14.6,535271.618385,Historic Records
City of Bellevue,E81612,State of Washington,ODT,,1995/1996,176,121.0,,597.0,0.834724541,10.2109,0.0,0.0,2.0,15.0,0.0,65.0,0.0,10.0,0.0,500.0,5.0,449279.60000000003,Historic Records
City of Bellevue,E82842,State of Washington,ODT,,1995/1996,153,134.0,,628.0,0.735365854,10.56666169,0.0,0.0,1.0,19.0,0.0,104.6,0.0,11.0,6.0,482.4,4.0,404174.8096425,Historic Records
City of Bellevue,E81455,SumTotal Systems Inc.,DT,,1995/1996,236,123.0,,611.0,0.808510638,11.75674797,0.0,0.0,2.0,26.0,0.0,62.0,5.0,14.0,4.0,494.0,4.0,693648.13023,Historic Records
City of Bellevue,E81059,Tetra Tech FW Inc.,DT,,1995/1996,150,120.0,,590.0,0.732323232,11.43891317,0.0,0.0,2.0,65.0,0.0,63.0,5.0,5.0,3.0,435.0,12.0,428959.243875,Historic Records
City of Bellevue,E85381,The Care Center at Kelsey Creek,ODT,,1995/1996,200,96.0,,409.0,0.798594848,15.30476605,0.0,0.0,0.0,6.7,0.0,57.3,0.0,4.0,0.0,341.0,0.0,765238.3025,Historic Records
City of Bellevue,E81075,TransAlliance,ODT,,1995/1996,150,87.0,,423.0,0.88028169,13.00455426,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,2.0,375.0,0.0,487670.78475000005,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,,1995/1996,126,95.0,,447.0,0.692650334,13.38003008,0.0,0.0,0.0,46.0,0.0,85.0,5.0,0.0,0.0,311.0,0.0,421470.94752,Historic Records
City of Bellevue,E82586,Unigard Insurance Group,ODT,,1995/1996,465,396.0,,1954.0,0.836465211,11.84004885,0.0,0.0,3.0,21.0,0.0,225.0,30.0,13.0,6.0,1647.0,9.0,1376405.6788125,Historic Records
City of Bellevue,E81265,Verizon,DT,,1995/1996,322,217.0,,1053.0,0.753075117,11.8619845,0.0,0.0,7.775,69.0,0.0,138.4,13.0,5.0,0.0,802.025,17.8,954889.75225,Historic Records
City of Bellevue,E81273,Verizon,ODT,,1995/1996,520,325.0,,1464.0,0.628552545,11.95170942,0.0,0.0,1.0,22.0,0.0,442.0,8.0,11.0,0.0,951.0,29.0,1553722.2246,Historic Records
City of Bellevue,E81281,Verizon,ODT,,1995/1996,264,177.0,,825.0,0.811084906,12.26265504,0.0,0.0,10.0,7.0,0.0,115.2,0.0,0.0,0.0,687.8,5.0,809335.2326400001,Historic Records
City of Bellevue,E85738,Walt Disney Internet Group,ODT,,1995/1996,211,0.0,0.0,0.0,0.745887187,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E85886,Wyndham Vacation Ownership,ODT,,1995/1996,171,168.0,,798.0,0.846344486,11.55444848,0.0,0.0,9.0,24.0,0.0,77.0,0.0,5.0,0.0,683.0,0.0,493952.67251999996,Historic Records
City of Bellevue,E85308,Zones Inc.,ODT,,1995/1996,250,122.0,,598.0,0.903010033,15.54510804,0.0,0.0,2.0,10.0,0.0,40.0,5.0,0.0,1.0,540.0,0.0,971569.2525000001,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,,1997/1998,150,146.0,1.442307692,650.0,0.784249629,15.46424648,,0.0,3.0,39.2,0.0,72.0,0.0,0.0,4.0,527.8,4.0,579909.2429999999,Historic Records
City of Bellevue,E81315,AREVA T&D Inc.,ODT,,1997/1998,211,163.0,0.772511848,793.0,0.82375,10.52873251,,0.0,8.0,15.0,0.0,86.0,0.0,8.0,7.0,659.0,10.0,555390.6399025,Historic Records
City of Bellevue,E87718,Alltel,ODT,,1997/1998,81,79.0,1.840909091,323.0,0.827893175,13.35148644,,0.0,0.0,8.0,0.0,34.0,2.0,0.0,0.0,279.0,0.0,270367.60041,Historic Records
City of Bellevue,E84525,Attachmate Corporation,ODT,,1997/1998,621,462.0,0.753623188,2266.5,0.791315789,12.30327669,,0.0,9.8,69.0,0.0,295.7,36.0,15.0,29.8,1804.2,7.0,1910083.7061225001,Historic Records
City of Bellevue,E86512,BSQUARE Corporation,ODT,,1997/1998,134,109.0,0.813432836,537.0,0.788497217,11.21834862,,0.0,0.0,35.0,0.0,69.0,0.0,0.0,8.0,425.0,0.0,375814.67877,Historic Records
City of Bellevue,E81331,Bank of America,DT,,1997/1998,115,104.0,0.913043478,507.0,0.824457594,12.8432493,,0.0,3.0,30.0,0.0,36.0,7.0,5.0,5.0,418.0,3.0,369243.41737499996,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,,1997/1998,303,188.0,0.627062706,895.0,0.414585605,6.187535093,,0.0,10.0,340.2,0.0,94.625,22.0,27.0,11.0,380.175,10.0,468705.78329475,Historic Records
City of Bellevue,E86686,Cable Plus,ODT,,1997/1998,245,88.0,1.271428571,438.0,0.757990868,11.31290909,,0.0,0.0,42.0,0.0,64.0,0.0,0.0,0.0,332.0,0.0,692915.6817625,Historic Records
City of Bellevue,E81307,City University,ODT,,1997/1998,90,90.0,1.0,434.0,0.773455378,11.50153257,,0.0,1.0,20.0,0.0,65.0,0.0,10.0,0.0,338.0,0.0,258784.48282499998,Historic Records
City of Bellevue,E81240,City of Bellevue,ODT,,1997/1998,628,435.0,0.72133758,1960.4,0.625006027,9.86026607,,0.0,7.0,150.975,0.0,381.475,71.9,20.725,10.0,1296.2,22.125,1548061.77299,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,,1997/1998,140,100.0,0.771428571,487.0,0.360655738,10.20508865,,0.0,0.0,16.0,0.0,270.0,0.0,13.0,0.0,176.0,12.0,357178.10275,Historic Records
City of Bellevue,E84491,Coca-Cola Bottling of Washington,ODT,,1997/1998,271,187.0,0.708487085,870.0,0.906741573,16.2619011,,0.0,0.0,1.0,0.0,56.0,0.0,1.0,0.0,807.0,5.0,1101743.799525,Historic Records
City of Bellevue,E86538,Coinstar Inc.,ODT,,1997/1998,135,134.0,1.062992126,659.0,0.842900302,13.31125373,,0.0,2.0,24.0,0.0,70.0,0.0,0.0,4.0,558.0,1.0,449254.8133875,Historic Records
City of Bellevue,E85845,Corbis Corporation,ODT,,1997/1998,109,107.0,1.252873563,524.5,0.806451613,12.46666845,,0.0,0.0,10.0,0.0,77.5,6.0,2.0,4.0,425.0,0.0,339716.71526250005,Historic Records
City of Bellevue,E81935,Danzas Corporation,ODT,,1997/1998,165,150.0,0.915151515,738.5,0.85397039,13.64011494,,0.0,15.0,15.0,0.0,74.0,0.0,0.0,0.0,634.5,0.0,562654.741275,Historic Records
City of Bellevue,E85621,EarthLink Inc.,ODT,,1997/1998,202,202.0,1.328947368,955.0,0.681912682,11.34640123,,0.0,22.0,71.0,0.0,172.0,20.0,10.0,1.0,656.0,3.0,572993.262115,Historic Records
City of Bellevue,E81224,GE Commercial Finance,DT,,1997/1998,255,237.0,0.945098039,1162.0,0.418803419,7.586743102,,0.0,4.0,252.0,0.0,327.0,84.0,0.0,0.0,490.0,5.0,483654.8727525,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,,1997/1998,89,66.0,0.741573034,326.0,0.469325153,8.457292308,,0.0,0.0,76.0,0.0,72.0,0.0,20.0,5.0,153.0,0.0,188174.753853,Historic Records
City of Bellevue,E81232,Hewlett Packard Company,ODT,,1997/1998,66,58.0,0.878787879,282.0,0.765957447,12.19487719,,0.0,22.0,2.0,0.0,37.0,0.0,0.0,0.0,216.0,5.0,201215.473635,Historic Records
City of Bellevue,E86405,Keane Care Inc.,ODT,,1997/1998,130,94.0,0.723076923,454.0,0.822368421,14.80893262,,0.0,2.0,11.0,0.0,62.0,0.0,0.0,4.0,375.0,0.0,481290.31015,Historic Records
City of Bellevue,E80796,King County Government,ODT,,1997/1998,259,132.0,0.718085106,615.5,0.78996139,12.67540179,,0.0,3.9,10.0,0.0,70.7,9.5,0.0,4.0,511.5,5.9,820732.2659025,Historic Records
City of Bellevue,E85837,Lynx Medical Systems Inc,ODT,,1997/1998,64,64.0,1.333333333,287.0,0.8,13.68010417,,0.0,7.0,4.0,0.0,25.0,0.0,0.0,0.0,248.0,3.0,218881.66672,Historic Records
City of Bellevue,E81067,Macy's,DT,,1997/1998,328,314.0,0.888888889,1206.0,0.854875101,12.35623232,,0.0,0.0,50.5,0.0,73.6,0.0,10.0,1.0,1060.9,10.0,1013211.05024,Historic Records
City of Bellevue,E86165,Marconi Inc.,DT,,1997/1998,150,0.0,0.0,0.0,0.782862094,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E85811,Metrocall Inc.,DT,,1997/1998,130,91.0,0.707692308,445.0,0.803571429,11.81888645,,0.0,3.0,19.0,0.0,59.0,0.0,4.0,0.0,360.0,0.0,384113.80962500005,Historic Records
