Jurisdiction,CTR_ID,Organization_Name,Location,Survey_Close_Date,Survey_Cycle,Total_Employees,Surveys_Returned,Response_Rate,Total_Weekly_Trips,Drive_Alone_Rate,VMT_per_Employee,Yearly_GHG_Metric_Tons,Weekly_CWW_Days,Weekly_Telework_Days,Weekly_Bus_Trips,Weekly_Train_Trips,Weekly_Carpool_Trips,Weekly_Vanpool_Trips,Weekly_Walk_Trips,Weekly_Bike_Trips,Weekly_Drive_Alone_Trips,Weekly Other Trips,Yearly_Total_VMT,Data_Source
City of Bellevue,E86025,Meydenbauer Medical and Rehab Center,ODT,,1997/1998,203,108.0,0.683060109,422.0,0.719185423,10.68525309,,0.0,0.0,42.5,0.0,38.0,0.0,6.0,0.0,335.5,0.0,542276.5943175,Historic Records
City of Bellevue,E81729,Microsoft Corporation,ODT,,1997/1998,437,282.0,0.645308924,1385.5,0.786997126,12.22644647,,0.0,17.0,91.0,0.0,145.0,20.0,10.0,7.0,1095.5,0.0,1335739.2768475001,Historic Records
City of Bellevue,E81737,Microsoft Corporation,DT,,1997/1998,374,244.0,0.655080214,1186.0,0.768630705,10.72332123,,0.0,12.0,61.0,0.0,154.8,20.0,5.0,1.0,926.2,6.0,1002630.535005,Historic Records
City of Bellevue,E81745,Microsoft Corporation,ODT,,1997/1998,305,206.0,0.675409836,1019.5,0.778452498,11.6829889,,0.0,10.0,26.0,0.0,169.7,5.0,5.0,4.0,794.8,5.0,890827.9036249999,Historic Records
City of Bellevue,E85365,Microsoft Corporation,ODT,,1997/1998,147,115.0,0.782312925,565.5,0.857443082,12.45099213,,0.0,6.9,7.0,0.0,42.0,8.0,0.0,5.0,489.6,7.0,457573.96077749995,Historic Records
City of Bellevue,E86488,Molina Healthcare of Washington Inc.,ODT,,1997/1998,129,128.0,1.151785714,615.0,0.735909823,13.34582031,,0.0,11.0,19.0,0.0,117.0,0.0,5.0,0.0,457.0,6.0,430402.7049975,Historic Records
City of Bellevue,E82578,Nordstrom,DT,,1997/1998,1000,161.0,1.0,622.5,0.85859375,12.45076832,,0.0,0.0,39.0,0.0,24.0,0.0,9.0,0.0,549.5,1.0,3112692.0799999996,Historic Records
City of Bellevue,E87726,Onyx Software,ODT,,1997/1998,164,0.0,0.0,0.0,0.817569596,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E85928,Optiva Corporation,ODT,,1997/1998,275,269.0,1.049618321,1333.0,0.771641791,9.977728802,,0.0,0.0,24.0,0.0,197.0,55.0,0.0,3.0,1034.0,20.0,685968.8551375,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,,1997/1998,485,349.0,0.756701031,1492.0,0.758570251,11.16827745,,0.0,8.0,77.5,0.0,164.2583333,5.0,6.0,1.0,1227.366667,2.875,1354153.6408125001,Historic Records
City of Bellevue,E81778,PACCAR Inc,DT,,1997/1998,404,305.0,0.76980198,1481.0,0.680592992,10.35107638,,0.0,0.0,140.0,0.0,250.0,39.0,6.0,0.0,1010.0,36.0,1045458.7143799999,Historic Records
City of Bellevue,E81216,Puget Sound Energy,ODT,,1997/1998,110,88.0,0.927083333,376.0,0.88156168,16.93712209,,0.0,0.0,3.0,0.0,37.125,0.0,0.0,0.0,335.875,0.0,465770.85747499997,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,,1997/1998,652,410.0,0.63190184,1964.0,0.577833126,10.37541614,,0.0,21.0,325.2,0.0,324.8,85.0,24.0,8.0,1160.0,16.0,1691192.8308200003,Historic Records
City of Bellevue,E84285,Qwest Corporation,DT,,1997/1998,875,329.0,0.384,1568.0,0.367611846,8.112517028,0.0,0.0,40.8,227.6,0.0,624.2,41.0,22.0,12.0,583.4,17.0,1774613.0998749998,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,,1997/1998,1004,283.0,0.95483871,1341.0,0.868910022,15.10910469,0.0,0.0,0.0,15.0,0.0,138.2,0.0,0.0,0.0,1187.8,0.0,3792385.2771900003,Historic Records
City of Bellevue,E85431,Sierra Entertainment,ODT,,1997/1998,300,211.0,0.703333333,1050.0,0.756422455,12.81825908,0.0,0.0,2.0,33.0,0.0,204.0,0.0,0.0,3.0,795.0,13.0,961369.4310000001,Historic Records
City of Bellevue,E86181,Solucient LLC,DT,,1997/1998,104,104.0,1.130434783,504.0,0.78460039,12.04841346,0.0,0.0,0.0,39.0,0.0,57.0,0.0,2.0,3.5,402.5,0.0,313258.74996000004,Historic Records
City of Bellevue,E81141,State of Washington,ODT,,1997/1998,180,177.0,0.994444444,815.5,0.60671857,11.26125042,0.0,0.0,52.625,11.7,0.0,120.35,73.0,16.0,7.9,526.025,7.9,506756.2689,Historic Records
City of Bellevue,E81612,State of Washington,ODT,,1997/1998,156,119.0,0.769230769,586.5,0.783163265,9.405834758,0.0,0.0,2.0,21.0,0.0,90.0,0.0,9.0,4.0,460.5,0.0,366827.55556199996,Historic Records
City of Bellevue,E82842,State of Washington,ODT,,1997/1998,154,134.0,0.883116883,646.0,0.791604198,10.42445113,0.0,0.0,0.0,28.0,0.0,78.0,0.0,0.0,7.0,528.0,5.0,401341.368505,Historic Records
City of Bellevue,E81455,SumTotal Systems Inc.,DT,,1997/1998,207,171.0,0.988505747,837.0,0.715714286,11.02593641,0.0,0.0,7.8,72.0,0.0,129.0,8.0,17.0,2.0,601.2,0.0,570592.2092174999,Historic Records
City of Bellevue,E81059,Tetra Tech FW Inc.,DT,,1997/1998,118,111.0,0.957627119,543.0,0.801818182,11.49606349,0.0,0.0,2.0,31.0,0.0,64.0,5.0,0.0,0.0,441.0,0.0,339133.87295499997,Historic Records
City of Bellevue,E81075,TransAlliance,ODT,,1997/1998,153,79.0,0.710526316,383.0,0.893229167,12.3977013,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,4.0,343.0,0.0,474212.07472499995,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,,1997/1998,154,117.0,0.75974026,565.0,0.666666667,11.44069617,0.0,0.0,1.0,77.0,0.0,98.0,0.0,5.0,0.0,378.0,6.0,440466.802545,Historic Records
City of Bellevue,E82586,Unigard Insurance Group,ODT,,1997/1998,492,375.0,0.780487805,1810.5,0.737808219,11.91211646,0.0,0.0,2.0,30.0,0.0,291.0,103.0,12.0,11.0,1346.5,15.0,1465190.32458,Historic Records
City of Bellevue,E81265,Verizon,DT,,1997/1998,165,125.0,0.816993464,599.0,0.748538961,12.20494731,0.0,0.0,14.0,14.7,0.0,96.2,0.0,6.0,0.0,461.1,7.0,503454.07653749996,Historic Records
City of Bellevue,E81273,Verizon,ODT,,1997/1998,706,533.0,0.769121813,2517.0,0.788873839,12.56845819,0.0,0.0,13.0,21.0,0.0,392.5,13.0,12.25,1.0,2038.45,25.8,2218332.8705349998,Historic Records
City of Bellevue,E81281,Verizon,ODT,,1997/1998,254,181.0,0.716535433,847.0,0.824,14.16701498,0.0,0.0,4.0,4.0,0.0,111.0,0.0,4.0,0.0,721.0,3.0,899605.45123,Historic Records
City of Bellevue,E87023,Verizon,ODT,,1997/1998,108,107.0,1.090909091,490.0,0.744675702,11.66714174,0.0,0.0,7.5,5.0,0.0,84.875,0.0,2.0,1.0,384.625,5.0,315012.82698,Historic Records
City of Bellevue,E87114,Verizon,ODT,,1997/1998,236,234.0,1.380116959,1010.5,0.759260992,12.58139601,0.0,0.0,14.0,14.0,0.0,162.85,0.0,0.0,0.0,811.65,8.0,742302.36459,Historic Records
City of Bellevue,E85738,Walt Disney Internet Group,ODT,,1997/1998,284,92.0,0.330985915,455.0,0.720879121,10.30263043,0.0,0.0,0.0,39.0,0.0,88.0,0.0,0.0,0.0,328.0,0.0,731486.7605300001,Historic Records
City of Bellevue,E85886,Wyndham Vacation Ownership,ODT,,1997/1998,167,164.0,1.091503268,793.0,0.717691343,12.20417886,0.0,0.0,5.0,45.0,0.0,159.0,0.0,4.0,5.0,572.0,3.0,509524.46740500006,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,,1999/2000,204,108.0,0.534313725,482.0,0.773253493,14.83569903,,0.0,0.8,24.0,0.0,64.0,0.0,0.0,1.0,387.4,4.8,756620.65053,Historic Records
City of Bellevue,E81315,AREVA T&D Inc.,ODT,,1999/2000,258,157.0,0.707207207,769.0,0.794538362,11.53829677,,0.0,9.0,17.0,0.0,107.0,0.0,2.0,2.0,611.0,21.0,744220.141665,Historic Records
City of Bellevue,E87692,Advanced Radio Telecom Corp.,DT,,1999/2000,105,69.0,0.657142857,330.0,0.75748503,11.45831373,,0.0,0.0,38.0,0.0,25.0,0.0,7.0,0.0,253.0,7.0,300780.7354125,Historic Records
City of Bellevue,E87718,Alltel,ODT,,1999/2000,400,350.0,0.9,1707.5,0.845008757,13.5328,,0.0,0.0,25.0,0.0,217.0,5.0,0.0,4.0,1447.5,9.0,1353280.0,Historic Records
City of Bellevue,E84525,Attachmate Corporation,ODT,,1999/2000,736,503.0,0.691576087,2456.5,0.73932176,12.12887093,,0.0,10.0,96.0,0.0,409.0,59.2,27.0,12.0,1831.3,12.0,2231712.25112,Historic Records
City of Bellevue,E86512,BSQUARE Corporation,ODT,,1999/2000,170,125.0,0.735294118,612.0,0.799350122,10.66578992,,0.0,0.0,53.0,0.0,55.0,0.0,4.0,8.0,492.0,0.0,453296.0716,Historic Records
City of Bellevue,E81331,Bank of America,DT,,1999/2000,113,99.0,0.876106195,492.0,0.735772358,11.5597673,,0.0,8.0,30.0,0.0,84.0,5.0,0.0,0.0,362.0,3.0,326563.426225,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,,1999/2000,310,224.0,0.725806452,1065.0,0.368875686,6.040236796,,0.0,22.65,461.8,0.0,93.0,36.0,24.0,9.0,403.55,15.0,468118.35169,Historic Records
City of Bellevue,E86686,Cable Plus,ODT,,1999/2000,107,60.0,0.588785047,296.0,0.608108108,10.09694545,,0.0,4.0,53.0,0.0,54.0,0.0,0.0,0.0,180.0,5.0,270093.2907875,Historic Records
City of Bellevue,E87320,Ciber Inc.,ODT,,1999/2000,237,95.0,0.96969697,470.0,0.742553191,13.06337319,,0.0,6.0,17.0,0.0,90.0,3.0,0.0,0.0,349.0,5.0,774004.8615074999,Historic Records
City of Bellevue,E81307,City University,ODT,,1999/2000,89,68.0,0.797752809,329.5,0.709337349,13.11955385,,0.0,1.0,11.0,0.0,72.0,10.0,0.0,0.0,235.5,0.0,291910.0731625,Historic Records
City of Bellevue,E81240,City of Bellevue,ODT,,1999/2000,641,450.0,0.719188768,2014.0,0.618362369,9.740383935,,0.0,0.0,168.475,0.0,403.6,52.0,18.0,17.0,1331.025,23.9,1560896.52558375,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,,1999/2000,137,102.0,0.751824818,500.5,0.375745527,10.62948454,,0.0,0.0,12.0,0.0,267.5,0.0,11.0,15.0,189.0,6.0,364059.845495,Historic Records
City of Bellevue,E84491,Coca-Cola Bottling of Washington,ODT,,1999/2000,375,110.0,0.769230769,510.0,0.915686275,16.70550162,,0.0,2.0,0.0,0.0,37.0,0.0,4.0,0.0,467.0,0.0,1566140.776875,Historic Records
City of Bellevue,E86538,Coinstar Inc.,ODT,,1999/2000,156,87.0,0.557692308,430.0,0.83062645,14.65157088,,0.0,2.0,5.0,0.0,64.0,0.0,0.0,0.0,358.0,1.0,571411.26432,Historic Records
City of Bellevue,E85845,Corbis Corporation,ODT,,1999/2000,250,178.0,0.725806452,879.5,0.818977273,13.35390296,,0.0,2.0,67.8,0.0,82.0,0.0,0.0,2.0,720.7,5.0,834618.9349999999,Historic Records
City of Bellevue,E81935,Danzas Corporation,ODT,,1999/2000,150,109.0,0.733333333,543.0,0.832412523,13.14433962,,0.0,0.0,5.0,0.0,72.0,0.0,0.0,0.0,452.0,14.0,492912.73575000005,Historic Records
City of Bellevue,E87601,Drugstore.com,ODT,,1999/2000,386,127.0,0.365994,606.0,0.785924714,12.78720899,,0.0,5.8,37.0,0.0,80.0,0.0,0.0,0.0,480.2,3.0,1233965.667535,Historic Records
City of Bellevue,E86736,Eagle Home Mortgage Inc.,ODT,,1999/2000,124,103.0,0.830645161,503.0,0.810671937,12.76666667,,0.0,4.8,10.0,0.0,76.0,0.0,0.0,2.0,410.2,0.0,395766.66676999995,Historic Records
City of Bellevue,E85621,EarthLink Inc.,ODT,,1999/2000,271,69.0,0.766666667,292.0,0.622149837,13.58356373,,0.0,1.0,4.0,0.0,92.0,0.0,4.0,0.0,191.0,0.0,920286.4427075,Historic Records
City of Bellevue,E87247,Entranco,DT,,1999/2000,138,0.0,0.0,8.473684211,0.412636546,,,8.473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E85019,Excell Data,ODT,,1999/2000,165,119.0,0.721212121,588.5,0.904560811,14.19571429,,0.0,10.0,11.0,0.0,23.0,1.0,0.0,0.0,535.5,8.0,585573.2144625,Historic Records
City of Bellevue,E88252,Expedia.com,ODT,,1999/2000,358,0.0,0.0,0.0,0.785352939,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E81224,GE Commercial Finance,DT,,1999/2000,272,199.0,0.738970588,974.0,0.291709314,7.372285221,,0.0,2.0,199.0,0.0,360.0,112.0,6.0,0.0,285.0,10.0,501315.395028,Historic Records
City of Bellevue,E87312,GMAC,ODT,,1999/2000,120,114.0,0.982758621,558.0,0.765232975,13.17275847,,0.0,4.0,0.0,0.0,110.0,15.0,1.0,0.0,427.0,1.0,395182.7541,Historic Records
City of Bellevue,E81471,HDR Engineering,DT,,1999/2000,85,84.0,1.0,397.0,0.241293532,5.860579559,,0.0,0.0,140.0,0.0,118.0,17.0,5.0,4.0,97.0,16.0,124537.31562874999,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,,1999/2000,113,76.0,0.672566372,379.0,0.406332454,6.227311155,,0.0,0.0,151.0,0.0,38.0,7.0,21.0,5.0,154.0,3.0,175921.54012875,Historic Records
City of Bellevue,E85332,Harland Financial Solutions,ODT,,1999/2000,140,108.0,0.785714286,526.0,0.747645951,10.69053968,,0.0,13.5,25.0,0.0,80.5,0.0,0.0,1.0,397.0,9.0,374168.8888,Historic Records
City of Bellevue,E81232,Hewlett Packard Company,ODT,,1999/2000,237,40.0,0.540540541,197.0,0.749494949,12.54473684,,0.0,24.8,0.0,0.0,12.0,0.0,0.0,0.0,148.4,11.8,743275.65777,Historic Records
City of Bellevue,E87130,Hewlett Packard Company,ODT,,1999/2000,220,0.0,0.0,0.0,0.518391709,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E87874,Hopelink,ODT,,1999/2000,120,60.0,0.508333333,282.0,0.783216783,11.41649123,,0.0,0.0,12.0,0.0,46.0,0.0,0.0,0.0,224.0,0.0,342494.7369,Historic Records
City of Bellevue,E86405,Keane Care Inc.,ODT,,1999/2000,154,123.0,0.798701299,611.0,0.763458401,13.54389744,,0.0,8.0,10.0,0.0,95.0,5.0,15.0,0.0,468.0,10.0,521440.05144000007,Historic Records
City of Bellevue,E85837,Lynx Medical Systems Inc,ODT,,1999/2000,110,45.0,0.463917526,210.0,0.876146789,14.07,,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,191.0,0.0,386925.0,Historic Records
City of Bellevue,E86165,Marconi Inc.,DT,,1999/2000,110,65.0,0.6,318.0,0.759375,13.87989744,,0.0,3.0,40.0,0.0,28.0,0.0,0.0,0.0,243.0,4.0,381697.17960000003,Historic Records
City of Bellevue,E81729,Microsoft Corporation,ODT,,1999/2000,452,341.0,0.756637168,1650.0,0.760628019,11.39054011,,0.0,26.8,65.0,0.0,263.6,3.0,14.0,11.0,1259.6,7.0,1287131.03243,Historic Records
City of Bellevue,E81737,Microsoft Corporation,DT,,1999/2000,233,224.0,0.961373391,1097.0,0.803814714,10.95922112,,0.0,25.0,35.0,0.0,115.0,10.0,7.0,2.0,885.0,18.0,638374.63024,Historic Records
City of Bellevue,E81745,Microsoft Corporation,ODT,,1999/2000,449,343.0,0.777282851,1673.0,0.801304864,13.00625194,,0.0,17.0,46.0,0.0,227.0,9.0,5.0,12.0,1351.0,6.0,1459951.780265,Historic Records
City of Bellevue,E85365,Microsoft Corporation,ODT,,1999/2000,165,131.0,0.806060606,639.0,0.841940532,13.32095942,,0.0,5.0,11.0,0.0,77.0,0.0,5.0,2.0,538.0,1.0,549489.576075,Historic Records
City of Bellevue,E87544,Microsoft Corporation,ODT,,1999/2000,72,71.0,1.0,351.0,0.729344729,11.19721637,,0.0,6.0,11.0,0.0,72.0,0.0,6.0,0.0,256.0,0.0,201549.89466000002,Historic Records
City of Bellevue,E87577,Microsoft Corporation,ODT,,1999/2000,136,114.0,0.875,557.0,0.818181818,12.30874468,,0.0,10.0,10.0,0.0,71.0,3.0,0.0,4.0,459.0,0.0,418497.31912,Historic Records
City of Bellevue,E87940,Microsoft Corporation,ODT,,1999/2000,145,0.0,0.0,16.0,0.88662221,,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Historic Records
City of Bellevue,E86488,Molina Healthcare of Washington Inc.,ODT,,1999/2000,133,119.0,0.9375,583.0,0.68877551,11.33347447,,0.0,4.0,12.0,0.0,143.0,5.0,5.0,0.0,405.0,9.0,376838.02612750005,Historic Records
City of Bellevue,E87098,Nextel Communications,ODT,,1999/2000,125,63.0,0.52,314.0,0.837579618,12.92116959,,0.0,2.0,10.0,0.0,38.0,0.0,0.0,0.0,263.0,1.0,403786.5496875,Historic Records
City of Bellevue,E82578,Nordstrom,DT,,1999/2000,782,89.0,0.121483376,353.0,0.839237057,12.27900463,,0.0,0.0,20.0,0.0,22.0,0.0,3.0,0.0,308.0,0.0,2400545.405165,Historic Records
City of Bellevue,E87726,Onyx Software,ODT,,1999/2000,200,99.0,0.495,487.0,0.795510204,12.30074914,,0.0,2.0,21.4,0.0,54.0,4.0,0.0,15.0,389.8,0.8,615037.457,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,,1999/2000,1846,509.0,0.72299169,2106.0,0.746713514,11.31555938,,0.0,4.0,76.5,0.0,259.625,9.0,23.5,3.0,1726.775,3.6,5222130.6538700005,Historic Records
City of Bellevue,E81778,PACCAR Inc,DT,,1999/2000,468,326.0,0.696581197,1608.0,0.639975171,10.36386412,,0.0,2.0,120.0,0.0,339.0,65.0,15.0,0.0,1031.0,36.0,1212572.10204,Historic Records
City of Bellevue,E81216,Puget Sound Energy,ODT,,1999/2000,135,79.0,0.592592593,387.5,0.843112245,16.78085333,,0.0,0.0,14.0,0.0,27.0,0.0,10.0,6.0,330.5,0.0,566353.7998875,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,,1999/2000,688,346.0,0.510174419,1649.5,0.53549732,10.5015066,,0.0,18.0,328.0,0.0,308.4,70.0,10.0,1.0,899.1,15.0,1806259.1352000001,Historic Records
City of Bellevue,E84285,Qwest Corporation,DT,,1999/2000,721,514.0,0.719833564,2501.5,0.401224812,8.670820792,0.0,0.0,116.0,371.0,0.0,904.0,33.0,35.0,5.0,1015.5,22.0,1562915.447758,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,,1999/2000,1258,409.0,0.929864253,1847.0,0.77728,14.96649007,0.0,0.0,7.0,10.0,0.0,322.6,38.0,5.0,0.0,1457.4,7.0,4706961.127015,Historic Records
City of Bellevue,E85431,Sierra Entertainment,ODT,,1999/2000,428,231.0,0.539719626,1146.0,0.743031359,12.65129499,0.0,0.0,1.0,82.0,0.0,203.0,0.0,1.0,4.0,853.0,2.0,1353688.5639300002,Historic Records
City of Bellevue,E86181,Solucient LLC,DT,,1999/2000,160,111.0,0.69375,543.0,0.74845735,11.20526733,0.0,0.0,0.6,63.0,0.0,47.0,0.0,0.0,0.0,412.4,20.0,448210.6932,Historic Records
City of Bellevue,E81141,State of Washington,ODT,,1999/2000,184,172.0,0.945652174,779.5,0.61779661,11.71183545,0.0,0.0,38.95,14.0,0.0,154.25,42.0,4.0,5.5,510.3,10.5,538744.4307,Historic Records
City of Bellevue,E81612,State of Washington,ODT,,1999/2000,954,130.0,0.722222222,642.5,0.732142857,9.803385827,0.0,0.0,5.0,23.0,0.0,134.0,0.0,9.0,0.0,471.5,0.0,2338107.5197395,Historic Records
City of Bellevue,E82842,State of Washington,ODT,,1999/2000,102,89.0,0.87254902,419.0,0.673922902,11.15781961,0.0,0.0,0.0,6.0,0.0,100.0,5.0,0.0,5.0,297.2,5.8,284524.400055,Historic Records
City of Bellevue,E81455,SumTotal Systems Inc.,DT,,1999/2000,145,124.0,0.855172414,609.0,0.62193126,10.75401626,0.0,0.0,4.0,79.0,0.0,124.0,0.0,8.0,1.0,380.0,13.0,389833.089425,Historic Records
City of Bellevue,E87767,T-Mobile USA Inc.,ODT,,1999/2000,500,286.0,0.578,1415.0,0.795759717,13.18682667,0.0,0.0,3.0,24.0,0.0,238.0,0.0,2.0,2.0,1126.0,20.0,1648353.33375,Historic Records
City of Bellevue,E81059,Tetra Tech FW Inc.,DT,,1999/2000,135,91.0,0.681481481,444.0,0.702908277,11.38404545,0.0,0.0,9.8,59.0,0.0,55.0,0.0,5.0,0.0,314.2,1.0,384211.53393750003,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,,1999/2000,149,108.0,0.744966443,534.0,0.689591078,11.21972362,0.0,0.0,1.0,32.0,0.0,104.0,15.0,4.0,2.0,371.0,5.0,417934.704845,Historic Records
City of Bellevue,E82586,Unigard Insurance Group,ODT,,1999/2000,462,433.0,0.954545455,2018.5,0.706627497,11.03887494,0.0,0.0,6.8,45.5,0.0,329.7,96.95,24.3,2.0,1503.35,9.9,1274990.0555699999,Historic Records
City of Bellevue,E87742,Veritest,ODT,,1999/2000,151,88.0,0.6,435.0,0.746241458,13.47063415,0.0,0.0,5.2,31.6,0.0,56.0,0.0,5.0,3.6,327.6,6.0,508516.4391625,Historic Records
City of Bellevue,E81273,Verizon,ODT,,1999/2000,1800,598.0,0.711764706,2720.5,0.69491225,12.35860317,0.0,0.0,286.8,96.0,0.0,330.0,0.0,15.0,2.0,1960.0,30.7,5561371.4265,Historic Records
City of Bellevue,E81281,Verizon,ODT,,1999/2000,1800,219.0,0.7,1053.0,0.796372093,13.56276349,0.0,0.0,14.0,13.0,0.0,162.9,0.0,0.0,1.0,856.1,6.0,6103243.570499999,Historic Records
City of Bellevue,E87023,Verizon,ODT,,1999/2000,135,69.0,0.6,332.5,0.800887574,13.16174129,0.0,0.0,4.0,3.0,0.0,47.0,0.0,1.0,5.0,270.7,1.8,444208.7685375,Historic Records
City of Bellevue,E87114,Verizon,ODT,,1999/2000,550,233.0,0.432727273,1024.0,0.706648199,12.7432197,0.0,0.0,74.7,34.0,0.0,137.0,0.0,9.0,1.0,765.3,3.0,1752192.7087499998,Historic Records
City of Bellevue,E85738,Walt Disney Internet Group,ODT,,1999/2000,314,247.0,0.786624204,1199.0,0.759966777,12.70133609,0.0,0.0,6.0,78.0,0.0,170.0,0.0,8.0,16.0,915.0,6.0,997054.8830650001,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,,2001/2002,196,145.0,0.731343284,634.0,0.776744186,15.26822619,,0.0,1.0,32.0,0.0,94.0,0.0,0.0,1.0,501.0,5.0,748143.0833099999,Historic Records
City of Bellevue,E81315,AREVA T&D Inc.,ODT,,2001/2002,331,221.0,0.697530864,1091.5,0.742183164,10.11714815,,17.5,7.9,53.8,0.0,190.0,0.0,7.0,13.0,802.3,0.0,837194.0094125,Historic Records
City of Bellevue,E87718,Alltel,ODT,,2001/2002,350,306.0,0.882857143,1450.5,0.812243502,14.42273969,,0.0,6.0,27.0,4.0,217.0,0.0,5.0,1.0,1187.5,3.0,1261989.7228750002,Historic Records
City of Bellevue,E84525,Attachmate Corporation,ODT,,2001/2002,419,232.0,0.661064426,1134.205882,0.701755926,12.08177545,,7.705882353,8.2,39.0,5.0,157.3,81.0,21.7,10.0,799.3,5.0,1265565.9783875002,Historic Records
City of Bellevue,E86512,BSQUARE Corporation,ODT,,2001/2002,400,305.0,0.77,1499.0,0.794,10.38583562,,0.0,8.0,92.0,5.0,169.0,0.0,14.0,20.0,1191.0,0.0,1038583.562,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,,2001/2002,385,160.0,0.519354839,774.0,0.214078608,4.590201709,,23.5,33.55,394.825,5.0,93.6,30.0,12.0,8.0,166.125,7.4,441806.91449125,Historic Records
City of Bellevue,E81307,City University,ODT,,2001/2002,76,70.0,0.921052632,339.0,0.764367816,12.31993846,,0.0,1.0,27.0,0.0,45.0,0.0,0.0,0.0,266.0,0.0,234078.83074,Historic Records
City of Bellevue,E81240,City of Bellevue,ODT,,2001/2002,630,466.0,0.747619048,2086.46,0.617530419,10.29772322,,15.46,3.0,169.575,2.0,407.175,45.0,22.25,21.8,1370.3,29.9,1621891.40715,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,,2001/2002,143,104.0,0.755244755,570.0,0.399271845,12.08556106,,60.0,0.0,0.0,0.0,285.375,0.0,5.0,0.0,205.625,14.0,432058.807895,Historic Records
City of Bellevue,E84491,Coca-Cola Bottling of Washington,ODT,,2001/2002,334,57.0,0.655555556,270.0,0.863235294,17.30377358,,0.0,1.2,0.0,0.0,34.0,0.0,0.0,0.0,234.8,0.0,1444865.09393,Historic Records
City of Bellevue,E86538,Coinstar Inc.,ODT,,2001/2002,181,134.0,0.751381215,638.5,0.775968992,14.31041353,,0.0,7.0,9.0,0.0,115.0,0.0,6.0,0.0,500.5,1.0,647546.2122325,Historic Records
City of Bellevue,E85845,Corbis Corporation,ODT,,2001/2002,323,270.0,0.894039735,1315.0,0.827875095,13.04527141,,15.0,12.0,75.0,0.0,107.0,5.0,0.0,11.0,1087.0,3.0,1053405.6663575,Historic Records
City of Bellevue,E87601,Drugstore.com,ODT,,2001/2002,238,198.0,0.895927602,955.0,0.823284823,10.88294416,,0.0,9.0,52.0,0.0,82.0,0.0,10.0,0.0,792.0,10.0,647535.1775199999,Historic Records
City of Bellevue,E86736,Eagle Home Mortgage Inc.,ODT,,2001/2002,113,101.0,0.938053097,496.5,0.834337349,12.82402778,,0.0,11.0,5.0,0.0,65.0,0.0,0.0,0.0,415.5,0.0,362278.78478499997,Historic Records
City of Bellevue,E85621,EarthLink Inc.,ODT,,2001/2002,224,164.0,0.797101449,733.3333333,0.541265475,13.69330804,,25.83333333,13.0,50.0,4.0,185.0,48.0,14.0,0.0,393.5,0.0,766825.25024,Historic Records
City of Bellevue,E87247,Entranco,DT,,2001/2002,138,125.0,1.0,595.4736842,0.37392013,6.939420325,,8.473684211,2.0,130.375,0.0,189.925,5.0,17.5,11.8,229.4,1.0,239410.0012125,Historic Records
City of Bellevue,E88252,Expedia.com,ODT,,2001/2002,420,246.0,0.867132867,1196.0,0.761968307,12.12742538,,0.0,4.2,130.2,0.0,129.0,0.0,0.0,13.0,913.6,6.0,1273379.6649,Historic Records
City of Bellevue,E81224,GE Commercial Finance,DT,,2001/2002,223,175.0,0.814814815,867.0,0.359212051,6.932225564,,12.0,2.0,183.0,0.0,164.0,167.0,14.0,5.0,310.0,10.0,386471.575193,Historic Records
City of Bellevue,E88823,GoAhead Software,DT,,2001/2002,117,113.0,0.982905983,552.0,0.727109515,8.535392857,,0.0,3.0,50.0,0.0,84.0,0.0,7.0,3.0,405.0,0.0,249660.24106725,Historic Records
City of Bellevue,E81471,HDR Engineering,DT,,2001/2002,100,88.0,1.0,438.0,0.254545455,5.884305221,,0.0,0.0,206.0,0.0,85.0,15.0,13.0,2.0,112.0,5.0,147107.630525,Historic Records
